Promotion Seen,Timestamp
FollowingFeedDoradoCooldown,1660943796
FollowingFeedDoradoCooldown,1660956119
FollowingFeedDoradoCooldown,1660996311
FollowingFeedDoradoCooldown,1661010804
FollowingFeedDoradoCooldown,1661021696
FollowingFeedDoradoCooldown,1661035503
FollowingFeedDoradoCooldown,1661084836
FollowingFeedDoradoCooldown,1661097963
FollowingFeedDoradoCooldown,1661111528
FollowingFeedDoradoCooldown,1661122846
FollowingFeedDoradoCooldown,1661134422
FollowingFeedDoradoCooldown,1661173978
FollowingFeedDoradoCooldown,1661188265
FollowingFeedDoradoCooldown,1661204666
FollowingFeedDoradoCooldown,1661219080
FollowingFeedDoradoCooldown,1661250931
FollowingFeedDoradoCooldown,1661263843
FollowingFeedDoradoCooldown,1661287064
FollowingFeedDoradoCooldown,1661344754
FollowingFeedDoradoCooldown,1661356422
FollowingFeedDoradoCooldown,1661378206
FollowingFeedDoradoCooldown,1661423168
FollowingFeedDoradoCooldown,1661434539
FollowingFeedDoradoCooldown,1661446641
FollowingFeedDoradoCooldown,1661460018
FollowingFeedDoradoCooldown,1661521468
FollowingFeedDoradoCooldown,1661532461
FollowingFeedDoradoCooldown,1661550409
FollowingFeedDoradoCooldown,1661604606
FollowingFeedDoradoCooldown,1661615791
FollowingFeedDoradoCooldown,1661632192
FollowingFeedDoradoCooldown,1661645536
FollowingFeedDoradoCooldown,1661702717
FollowingFeedDoradoCooldown,1661726539
FollowingFeedDoradoCooldown,1661779325
FollowingFeedDoradoCooldown,1661804337
FollowingFeedDoradoCooldown,1661853409
FollowingFeedDoradoCooldown,1661865725
FollowingFeedDoradoCooldown,1661907140
FollowingFeedDoradoCooldown,1661946270
FollowingFeedDoradoCooldown,1661964231
FollowingFeedDoradoCooldown,1661992485
FollowingFeedDoradoCooldown,1662038843
FollowingFeedDoradoCooldown,1662052540
FollowingFeedDoradoCooldown,1662070338
FollowingFeedDoradoCooldown,1662119024
FollowingFeedDoradoCooldown,1662137506
FollowingFeedDoradoCooldown,1662152932
FollowingFeedDoradoCooldown,1662169477
FollowingFeedDoradoCooldown,1662207220
FollowingFeedDoradoCooldown,1662224895
FollowingFeedDoradoCooldown,1662251081
FollowingFeedDoradoCooldown,1662297262
FollowingFeedDoradoCooldown,1662315543
FollowingFeedDoradoCooldown,1662328789
FollowingFeedDoradoCooldown,1662387445
FollowingFeedDoradoCooldown,1662406960
FollowingFeedDoradoCooldown,1662419743
FollowingFeedDoradoCooldown,1662470916
FollowingFeedDoradoCooldown,1662485046
FollowingFeedDoradoCooldown,1662503975
FollowingFeedDoradoCooldown,1662553946
FollowingFeedDoradoCooldown,1662565161
FollowingFeedDoradoCooldown,1662598767
FollowingFeedDoradoCooldown,1662640712
FollowingFeedDoradoCooldown,1662660765
FollowingFeedDoradoCooldown,1662673817
FollowingFeedDoradoCooldown,1662732249
FollowingFeedDoradoCooldown,1662762968
FollowingFeedDoradoCooldown,1662774473
FollowingFeedDoradoCooldown,1662823025
FollowingFeedDoradoCooldown,1662837862
FollowingFeedDoradoCooldown,1662892211
FollowingFeedDoradoCooldown,1662903159
FollowingFeedDoradoCooldown,1662995916
FollowingFeedDoradoCooldown,1663022268
FollowingFeedDoradoCooldown,1663090445
FollowingFeedDoradoCooldown,1663108240
FollowingFeedDoradoCooldown,1663119247
FollowingFeedDoradoCooldown,1663158248
FollowingFeedDoradoCooldown,1663174562
FollowingFeedDoradoCooldown,1663186527
FollowingFeedDoradoCooldown,1663198178
FollowingFeedDoradoCooldown,1663242422
FollowingFeedDoradoCooldown,1663254007
FollowingFeedDoradoCooldown,1663266469
FollowingFeedDoradoCooldown,1663321730
FollowingFeedDoradoCooldown,1663340130
FollowingFeedDoradoCooldown,1663365127
FollowingFeedDoradoCooldown,1663376833
FollowingFeedDoradoCooldown,1663418323
FollowingFeedDoradoCooldown,1663430948
FollowingFeedDoradoCooldown,1663442496
